0.0001 0.0001 0.0001 6.61667e-05
0.00025 0.0001 0.0001 8.29574e-05
0.000625 0.0001 0.0001 9.21396e-05
0.0015625 0.0001 0.0001 9.63276e-05
0.00390625 0.0001 0.0001 9.80517e-05
0.00976562 0.0001 0.0001 9.88324e-05
0.0244141 0.0001 0.0001 9.90144e-05
0.0610352 0.0001 0.0001 9.91557e-05
0.152588 0.0001 0.0001 9.91403e-05
0.38147 0.0001 0.0001 9.92149e-05
0.953674 0.0001 0.0001 9.92756e-05
2.38419 0.0001 0.0001 9.9238e-05
5.96046 0.0001 0.0001 9.92334e-05
14.9012 0.0001 0.0001 9.92454e-05
37.2529 0.0001 0.0001 9.92221e-05
93.1323 0.0001 0.0001 9.92897e-05
0.0001 0.00025 0.0001 8.29403e-05
0.00025 0.00025 0.0001 0.000108795
0.000625 0.00025 0.0001 0.000124402
0.0015625 0.00025 0.0001 0.000131752
0.00390625 0.00025 0.0001 0.000134916
0.00976562 0.00025 0.0001 0.000136213
0.0244141 0.00025 0.0001 0.000136789
0.0610352 0.00025 0.0001 0.000136966
0.152588 0.00025 0.0001 0.000137027
0.38147 0.00025 0.0001 0.000137042
0.953674 0.00025 0.0001 0.00013717
2.38419 0.00025 0.0001 0.000137071
5.96046 0.00025 0.0001 0.000137014
14.9012 0.00025 0.0001 0.000137068
37.2529 0.00025 0.0001 0.000137051
93.1323 0.00025 0.0001 0.000137113
0.0001 0.000625 0.0001 9.21552e-05
0.00025 0.000625 0.0001 0.000124362
0.000625 0.000625 0.0001 0.000145733
0.0015625 0.000625 0.0001 0.000156589
0.00390625 0.000625 0.0001 0.000161387
0.00976562 0.000625 0.0001 0.000163403
0.0244141 0.000625 0.0001 0.000164243
0.0610352 0.000625 0.0001 0.000164535
0.152588 0.000625 0.0001 0.000164708
0.38147 0.000625 0.0001 0.000164692
0.953674 0.000625 0.0001 0.000164841
2.38419 0.000625 0.0001 0.000164724
5.96046 0.000625 0.0001 0.000164774
14.9012 0.000625 0.0001 0.000164841
37.2529 0.000625 0.0001 0.000164734
93.1323 0.000625 0.0001 0.000164748
0.0001 0.0015625 0.0001 9.62631e-05
0.00025 0.0015625 0.0001 0.000131819
0.000625 0.0015625 0.0001 0.000156526
0.0015625 0.0015625 0.0001 0.000170272
0.00390625 0.0015625 0.0001 0.000176661
0.00976562 0.0015625 0.0001 0.000179413
0.0244141 0.0015625 0.0001 0.000180614
0.0610352 0.0015625 0.0001 0.000180903
0.152588 0.0015625 0.0001 0.000181202
0.38147 0.0015625 0.0001 0.000181271
0.953674 0.0015625 0.0001 0.000181228
2.38419 0.0015625 0.0001 0.000181311
5.96046 0.0015625 0.0001 0.000181241
14.9012 0.0015625 0.0001 0.0001813
