0.11547 0.0001 0.454629327738
0.23094 0.0001 0.531862319713
0.34641 0.0001 0.583842737406
0.57735 0.0001 0.642049557972
1.1547 0.0001 0.702168378751
2.3094 0.0001 0.746442001513
3.4641 0.0001 0.749916767365
5.7735 0.0001 0.752755848028
11.547 0.0001 0.70060655298
0.11547 0.00015 0.455041191449
0.23094 0.00015 0.532776911323
0.34641 0.00015 0.58438927789
0.57735 0.00015 0.642899613937
1.1547 0.00015 0.70286055798
2.3094 0.00015 0.746754313788
3.4641 0.00015 0.750580333108
5.7735 0.00015 0.753005837537
11.547 0.00015 0.702103427014
0.11547 0.000225 0.45602963008
0.23094 0.000225 0.53458803692
0.34641 0.000225 0.58551331696
0.57735 0.000225 0.644524403136
1.1547 0.000225 0.704242636368
2.3094 0.000225 0.747387085689
3.4641 0.000225 0.751796952263
5.7735 0.000225 0.753654043913
11.547 0.000225 0.704533994929
0.11547 0.0003375 0.457900399696
0.23094 0.0003375 0.537352807823
0.34641 0.0003375 0.587368410851
0.57735 0.0003375 0.646992700287
1.1547 0.0003375 0.706471368482
2.3094 0.0003375 0.748441788725
3.4641 0.0003375 0.753512846988
5.7735 0.0003375 0.754850803987
11.547 0.0003375 0.707089828781
0.11547 0.00050625 0.461048522841
0.23094 0.00050625 0.541288641647
0.34641 0.00050625 0.590343873336
0.57735 0.00050625 0.650622325537
1.1547 0.00050625 0.709954164863
2.3094 0.00050625 0.750217506634
3.4641 0.00050625 0.755925828662
5.7735 0.00050625 0.756766150431
11.547 0.00050625 0.709183644369
0.11547 0.000759375 0.46589990166
0.23094 0.000759375 0.546754105436
0.34641 0.000759375 0.595073162073
0.57735 0.000759375 0.655787862703
1.1547 0.000759375 0.715181809345
2.3094 0.000759375 0.753206007357
3.4641 0.000759375 0.759506651841
5.7735 0.000759375 0.759743481422
11.547 0.000759375 0.711024723572
0.11547 0.00113906 0.472865563148
0.23094 0.00113906 0.554125176678
0.34641 0.00113906 0.602225435485
0.57735 0.00113906 0.662664924519
1.1547 0.00113906 0.722394216646
2.3094 0.00113906 0.757929710025
3.4641 0.00113906 0.764706960172
